category	item_no	sub_item	item_name	receipt_code	procedure_name	level1_only
A	GEN_A1		創傷処置（褥瘡の処置を除く）	140000610	創傷処置（１００ｃｍ２未満）	0
A	GEN_A1		創傷処置（褥瘡の処置を除く）	140000710	創傷処置（１００ｃｍ２以上５００ｃｍ２未満）	0
A	GEN_A1		創傷処置（褥瘡の処置を除く）	140000810	創傷処置（５００ｃｍ２以上３０００ｃｍ２未満）	0
A	GEN_A1		創傷処置（褥瘡の処置を除く）	140000910	創傷処置（３０００ｃｍ２以上６０００ｃｍ２未満）	0
A	GEN_A1		創傷処置（褥瘡の処置を除く）	140001010	創傷処置（６０００ｃｍ２以上）	0
A	GEN_A1		創傷処置（褥瘡の処置を除く）	140062110	下肢創傷処置（足部（踵を除く）の浅い潰瘍）	0
A	GEN_A1		創傷処置（褥瘡の処置を除く）	140062210	下肢創傷処置（足趾の深い潰瘍・踵部の浅い潰瘍）	0
A	GEN_A1		創傷処置（褥瘡の処置を除く）	140062310	下肢創傷処置（足部（踵を除く）の深い潰瘍・踵部の深い潰瘍）	0
A	GEN_A1		創傷処置（褥瘡の処置を除く）	140032010	熱傷処置（１００ｃｍ２未満）	0
A	GEN_A1		創傷処置（褥瘡の処置を除く）	140032110	熱傷処置（１００ｃｍ２以上５００ｃｍ２未満）	0
A	GEN_A1		創傷処置（褥瘡の処置を除く）	140032210	熱傷処置（５００ｃｍ２以上３０００ｃｍ２未満）	0
A	GEN_A1		創傷処置（褥瘡の処置を除く）	140036510	熱傷処置（３０００ｃｍ２以上６０００ｃｍ２未満）	0
A	GEN_A1		創傷処置（褥瘡の処置を除く）	140036610	熱傷処置（６０００ｃｍ２以上）	0
A	GEN_A1		創傷処置（褥瘡の処置を除く）	140034830	電撃傷処置（１００ｃｍ２未満）	0
A	GEN_A1		創傷処置（褥瘡の処置を除く）	140034930	電撃傷処置（１００ｃｍ２以上５００ｃｍ２未満）	0
A	GEN_A1		創傷処置（褥瘡の処置を除く）	140035030	電撃傷処置（５００ｃｍ２以上３０００ｃｍ２未満）	0
A	GEN_A1		創傷処置（褥瘡の処置を除く）	140035130	電撃傷処置（３０００ｃｍ２以上６０００ｃｍ２未満）	0
A	GEN_A1		創傷処置（褥瘡の処置を除く）	140035230	電撃傷処置（６０００ｃｍ２以上）	0
A	GEN_A1		創傷処置（褥瘡の処置を除く）	140035430	薬傷処置（１００ｃｍ２未満）	0
A	GEN_A1		創傷処置（褥瘡の処置を除く）	140035530	薬傷処置（１００ｃｍ２以上５００ｃｍ２未満）	0
A	GEN_A1		創傷処置（褥瘡の処置を除く）	140035630	薬傷処置（５００ｃｍ２以上３０００ｃｍ２未満）	0
A	GEN_A1		創傷処置（褥瘡の処置を除く）	140035730	薬傷処置（３０００ｃｍ２以上６０００ｃｍ２未満）	0
A	GEN_A1		創傷処置（褥瘡の処置を除く）	140035830	薬傷処置（６０００ｃｍ２以上）	0
A	GEN_A1		創傷処置（褥瘡の処置を除く）	140036030	凍傷処置（１００ｃｍ２未満）	0
A	GEN_A1		創傷処置（褥瘡の処置を除く）	140036130	凍傷処置（１００ｃｍ２以上５００ｃｍ２未満）	0
A	GEN_A1		創傷処置（褥瘡の処置を除く）	140036230	凍傷処置（５００ｃｍ２以上３０００ｃｍ２未満）	0
A	GEN_A1		創傷処置（褥瘡の処置を除く）	140036330	凍傷処置（３０００ｃｍ２以上６０００ｃｍ２未満）	0
A	GEN_A1		創傷処置（褥瘡の処置を除く）	140036430	凍傷処置（６０００ｃｍ２以上）	0
A	GEN_A2		呼吸ケア（喀痰吸引のみの場合を除く）	140005610	酸素吸入	0
A	GEN_A2		呼吸ケア（喀痰吸引のみの場合を除く）	140005750	突発性難聴に対する酸素療法	0
A	GEN_A2		呼吸ケア（喀痰吸引のみの場合を除く）	140005810	酸素テント	0
A	GEN_A2		呼吸ケア（喀痰吸引のみの場合を除く）	140005910	間歇的陽圧吸入法	0
A	GEN_A2		呼吸ケア（喀痰吸引のみの場合を除く）	140037810	鼻マスク式補助換気法	0
A	GEN_A2		呼吸ケア（喀痰吸引のみの場合を除く）	140006050	体外式陰圧人工呼吸器治療	0
A	GEN_A2		呼吸ケア（喀痰吸引のみの場合を除く）	140057410	ハイフローセラピー（１５歳以上）	0
A	GEN_A2		呼吸ケア（喀痰吸引のみの場合を除く）	140009310	人工呼吸	0
A	GEN_A2		呼吸ケア（喀痰吸引のみの場合を除く）	140063810	人工呼吸（５時間超１５日目以降）	0
A	GEN_A2		呼吸ケア（喀痰吸引のみの場合を除く）	140023510	人工呼吸（５時間超１４日目まで）	0
A	GEN_A2		呼吸ケア（喀痰吸引のみの場合を除く）	140039850	閉鎖循環式麻酔器使用気管内挿管下酸素吸入	0
A	GEN_A2		呼吸ケア（喀痰吸引のみの場合を除く）	140039950	閉鎖循環式麻酔器使用気管内挿管下酸素吸入（５時間超１４日目まで）	0
A	GEN_A2		呼吸ケア（喀痰吸引のみの場合を除く）	140064250	閉鎖循環式麻酔器使用気管内挿管下酸素吸入（５時間超１５日目以降）	0
A	GEN_A2		呼吸ケア（喀痰吸引のみの場合を除く）	140009450	無水アルコール吸入療法	0
A	GEN_A2		呼吸ケア（喀痰吸引のみの場合を除く）	140023650	無水アルコール吸入療法（５時間超１４日目まで）	0
A	GEN_A2		呼吸ケア（喀痰吸引のみの場合を除く）	140063950	無水アルコール吸入療法（５時間超１５日目以降）	0
A	GEN_A2		呼吸ケア（喀痰吸引のみの場合を除く）	140009550	人工呼吸（閉鎖循環式麻酔装置）	0
A	GEN_A2		呼吸ケア（喀痰吸引のみの場合を除く）	140023750	人工呼吸（閉鎖循環式麻酔装置）（５時間超１４日目まで）	0
A	GEN_A2		呼吸ケア（喀痰吸引のみの場合を除く）	140064050	人工呼吸（閉鎖循環式麻酔装置）（５時間超１５日目以降）	0
A	GEN_A2		呼吸ケア（喀痰吸引のみの場合を除く）	140009650	酸素吸入（マイクロアダプター）	0
A	GEN_A2		呼吸ケア（喀痰吸引のみの場合を除く）	140023850	酸素吸入（マイクロアダプター）（５時間超１４日目まで）	0
A	GEN_A2		呼吸ケア（喀痰吸引のみの場合を除く）	140064150	酸素吸入（マイクロアダプター）（５時間超１５日目以降）	0
A	GEN_A2		呼吸ケア（喀痰吸引のみの場合を除く）	140009950	酸素加圧（気管内挿管下に閉鎖循環式麻酔器）	0
A	GEN_A2		呼吸ケア（喀痰吸引のみの場合を除く）	140024150	酸素加圧（気管内挿管下に閉鎖循環式麻酔器・５時間超１４日目まで）	0
A	GEN_A2		呼吸ケア（喀痰吸引のみの場合を除く）	140064450	酸素加圧（気管内挿管下に閉鎖循環式麻酔器・５時間超１５日目以降）	0
A	GEN_A2		呼吸ケア（喀痰吸引のみの場合を除く）	140009750	人工呼吸（半閉鎖式循環麻酔器）	0
A	GEN_A2		呼吸ケア（喀痰吸引のみの場合を除く）	140023950	人工呼吸（半閉鎖式循環麻酔器）（５時間超１４日目まで）	0
A	GEN_A2		呼吸ケア（喀痰吸引のみの場合を除く）	140064350	人工呼吸（半閉鎖式循環麻酔器）（５時間超１５日目以降）	0
A	GEN_A2		呼吸ケア（喀痰吸引のみの場合を除く）	140039550	人工呼吸（鼻マスク式人工呼吸器）	0
A	GEN_A2		呼吸ケア（喀痰吸引のみの場合を除く）	140039650	人工呼吸（鼻マスク式人工呼吸器）（５時間超１４日目まで）	0
A	GEN_A2		呼吸ケア（喀痰吸引のみの場合を除く）	140064750	人工呼吸（鼻マスク式人工呼吸器）（５時間超１５日目以降）	0
A	GEN_A3		注射薬剤３種類以上の管理	別紙７別表２の薬剤を除く、注射薬剤の種類数		0
A	GEN_A4		シリンジポンプの管理	130000210	精密持続点滴注射加算	0
A	GEN_A5		輸血や血液製剤の管理	620004744	人全血液－ＬＲ「日赤」	0
A	GEN_A5		輸血や血液製剤の管理	620004745	人全血液－ＬＲ「日赤」	0
A	GEN_A5		輸血や血液製剤の管理	620004679	照射人全血液－ＬＲ「日赤」	0
A	GEN_A5		輸血や血液製剤の管理	620004680	照射人全血液－ＬＲ「日赤」	0
A	GEN_A5		輸血や血液製剤の管理	621609201	濃厚血小板－ＬＲ「日赤」	0
A	GEN_A5		輸血や血液製剤の管理	621609301	濃厚血小板－ＬＲ「日赤」	0
A	GEN_A5		輸血や血液製剤の管理	621609401	濃厚血小板－ＬＲ「日赤」	0
A	GEN_A5		輸血や血液製剤の管理	621609501	濃厚血小板－ＬＲ「日赤」	0
A	GEN_A5		輸血や血液製剤の管理	621609601	濃厚血小板－ＬＲ「日赤」	0
A	GEN_A5		輸血や血液製剤の管理	621609701	濃厚血小板－ＬＲ「日赤」	0
A	GEN_A5		輸血や血液製剤の管理	622191301	合成血液－ＬＲ「日赤」	0
A	GEN_A5		輸血や血液製剤の管理	622191401	合成血液－ＬＲ「日赤」	0
A	GEN_A5		輸血や血液製剤の管理	622191101	解凍赤血球液－ＬＲ「日赤」	0
A	GEN_A5		輸血や血液製剤の管理	622191201	解凍赤血球液－ＬＲ「日赤」	0
A	GEN_A5		輸血や血液製剤の管理	621772801	赤血球液－ＬＲ「日赤」	0
A	GEN_A5		輸血や血液製剤の管理	621772901	赤血球液－ＬＲ「日赤」	0
A	GEN_A5		輸血や血液製剤の管理	621772601	新鮮凍結血漿－ＬＲ「日赤」１２０	0
A	GEN_A5		輸血や血液製剤の管理	621772701	新鮮凍結血漿－ＬＲ「日赤」２４０	0
A	GEN_A5		輸血や血液製剤の管理	622192101	新鮮凍結血漿－ＬＲ「日赤」４８０	0
A	GEN_A5		輸血や血液製剤の管理	622190901	洗浄赤血球液－ＬＲ「日赤」	0
A	GEN_A5		輸血や血液製剤の管理	622191001	洗浄赤血球液－ＬＲ「日赤」	0
A	GEN_A5		輸血や血液製剤の管理	621609801	濃厚血小板ＨＬＡ－ＬＲ「日赤」	0
A	GEN_A5		輸血や血液製剤の管理	621609901	濃厚血小板ＨＬＡ－ＬＲ「日赤」	0
A	GEN_A5		輸血や血液製剤の管理	621610001	濃厚血小板ＨＬＡ－ＬＲ「日赤」	0
A	GEN_A5		輸血や血液製剤の管理	621772001	照射赤血球液－ＬＲ「日赤」	0
A	GEN_A5		輸血や血液製剤の管理	621772101	照射赤血球液－ＬＲ「日赤」	0
A	GEN_A5		輸血や血液製剤の管理	621602201	照射濃厚血小板－ＬＲ「日赤」	0
A	GEN_A5		輸血や血液製剤の管理	621602301	照射濃厚血小板－ＬＲ「日赤」	0
A	GEN_A5		輸血や血液製剤の管理	621602401	照射濃厚血小板－ＬＲ「日赤」	0
A	GEN_A5		輸血や血液製剤の管理	621602501	照射濃厚血小板－ＬＲ「日赤」	0
A	GEN_A5		輸血や血液製剤の管理	621602601	照射濃厚血小板－ＬＲ「日赤」	0
A	GEN_A5		輸血や血液製剤の管理	621602701	照射濃厚血小板－ＬＲ「日赤」	0
A	GEN_A5		輸血や血液製剤の管理	621602801	照射濃厚血小板ＨＬＡ－ＬＲ「日赤」	0
A	GEN_A5		輸血や血液製剤の管理	621602901	照射濃厚血小板ＨＬＡ－ＬＲ「日赤」	0
A	GEN_A5		輸血や血液製剤の管理	621603001	照射濃厚血小板ＨＬＡ－ＬＲ「日赤」	0
A	GEN_A5		輸血や血液製剤の管理	622191701	照射解凍赤血球液－ＬＲ「日赤」	0
A	GEN_A5		輸血や血液製剤の管理	622191801	照射解凍赤血球液－ＬＲ「日赤」	0
A	GEN_A5		輸血や血液製剤の管理	622191901	照射合成血液－ＬＲ「日赤」	0
A	GEN_A5		輸血や血液製剤の管理	622192001	照射合成血液－ＬＲ「日赤」	0
A	GEN_A5		輸血や血液製剤の管理	622191501	照射洗浄赤血球液－ＬＲ「日赤」	0
A	GEN_A5		輸血や血液製剤の管理	622191601	照射洗浄赤血球液－ＬＲ「日赤」	0
A	GEN_A5		輸血や血液製剤の管理	622487001	照射洗浄血小板－ＬＲ「日赤」	0
A	GEN_A5		輸血や血液製剤の管理	622487101	照射洗浄血小板ＨＬＡ－ＬＲ「日赤」	0
A	GEN_A5		輸血や血液製剤の管理	621151301	献血ベニロン－Ｉ静注用５００ｍｇ	0
A	GEN_A5		輸血や血液製剤の管理	621151701	献血ベニロン－Ｉ静注用２５００ｍｇ	0
A	GEN_A5		輸血や血液製剤の管理	621449901	献血ベニロン－Ｉ静注用５０００ｍｇ	0
A	GEN_A5		輸血や血液製剤の管理	621152901	献血グロベニン－Ｉ静注用５００ｍｇ	0
A	GEN_A5		輸血や血液製剤の管理	621153301	献血グロベニン－Ｉ静注用２５００ｍｇ	0
A	GEN_A5		輸血や血液製剤の管理	621450001	献血グロベニン－Ｉ静注用５０００ｍｇ	0
A	GEN_A5		輸血や血液製剤の管理	646340035	抗ＨＢｓ人免疫グロブリン	0
A	GEN_A5		輸血や血液製剤の管理	621153508	抗ＨＢｓ人免疫グロブリン筋注１０００単位／５ｍＬ「ＪＢ」	0
A	GEN_A5		輸血や血液製剤の管理	646340065	抗ＨＢｓ人免疫グロブリン	0
A	GEN_A5		輸血や血液製剤の管理	621153607	抗ＨＢｓ人免疫グロブリン筋注２００単位／１ｍＬ「ＪＢ」	0
A	GEN_A5		輸血や血液製剤の管理	646340492	乾燥濃縮人血液凝固第Ⅷ因子	0
A	GEN_A5		輸血や血液製剤の管理	621153804	コンファクトＦ注射用２５０	0
A	GEN_A5		輸血や血液製剤の管理	622885801	コンファクトＦ静注用２５０単位	0
A	GEN_A5		輸血や血液製剤の管理	621153808	クロスエイトＭＣ静注用２５０単位	0
A	GEN_A5		輸血や血液製剤の管理	646340493	乾燥濃縮人血液凝固第Ⅷ因子	0
A	GEN_A5		輸血や血液製剤の管理	640431015	コンコエイト－ＨＴ	0
A	GEN_A5		輸血や血液製剤の管理	621153904	コンファクトＦ注射用５００	0
A	GEN_A5		輸血や血液製剤の管理	622885901	コンファクトＦ静注用５００単位	0
A	GEN_A5		輸血や血液製剤の管理	621153909	クロスエイトＭＣ静注用５００単位	0
A	GEN_A5		輸血や血液製剤の管理	646340494	乾燥濃縮人血液凝固第Ⅷ因子	0
A	GEN_A5		輸血や血液製剤の管理	646340495	乾燥濃縮人血液凝固第Ⅷ因子	0
A	GEN_A5		輸血や血液製剤の管理	621154003	コンファクトＦ注射用１０００	0
A	GEN_A5		輸血や血液製剤の管理	622886001	コンファクトＦ静注用１０００単位	0
A	GEN_A5		輸血や血液製剤の管理	621154006	クロスエイトＭＣ静注用１０００単位	0
A	GEN_A5		輸血や血液製剤の管理	622454900	乾燥濃縮人血液凝固第Ⅷ因子	0
A	GEN_A5		輸血や血液製剤の管理	622454901	クロスエイトＭＣ静注用２０００単位	0
A	GEN_A5		輸血や血液製剤の管理	622865100	乾燥濃縮人血液凝固第Ⅷ因子	0
A	GEN_A5		輸血や血液製剤の管理	622865101	クロスエイトＭＣ静注用３０００単位	0
A	GEN_A5		輸血や血液製剤の管理	646340510	乾燥抗Ｄ（Ｒｈｏ）人免疫グロブリン	0
A	GEN_A5		輸血や血液製剤の管理	621154101	抗Ｄグロブリン筋注用１０００倍「ニチヤク」	0
A	GEN_A5		輸血や血液製剤の管理	621154105	抗Ｄ人免疫グロブリン筋注用１０００倍「ＪＢ」	0
A	GEN_A5		輸血や血液製剤の管理	646340451	乾燥抗破傷風人免疫グロブリン	0
A	GEN_A5		輸血や血液製剤の管理	621154207	テタノブリン筋注用２５０単位	0
A	GEN_A5		輸血や血液製剤の管理	621154201	破傷風グロブリン筋注用２５０単位「ニチヤク」	0
A	GEN_A5		輸血や血液製剤の管理	646340500	乾燥人血液凝固第９因子複合体　２００国際単位（溶解液付）	0
A	GEN_A5		輸血や血液製剤の管理	621154302	ＰＰＳＢ－ＨＴ静注用２００単位「タケダ」	0
A	GEN_A5		輸血や血液製剤の管理	646340501	乾燥人血液凝固第９因子複合体　４００国際単位（溶解液付）	0
A	GEN_A5		輸血や血液製剤の管理	646340502	乾燥人血液凝固第９因子複合体　５００国際単位（溶解液付）	0
A	GEN_A5		輸血や血液製剤の管理	621154502	ＰＰＳＢ－ＨＴ静注用５００単位「タケダ」	0
A	GEN_A5		輸血や血液製剤の管理	646340503	乾燥人血液凝固第９因子複合体　１，０００国際単位（溶解液付）	0
A	GEN_A5		輸血や血液製剤の管理	621356303	献血アルブミン５％静注５ｇ／１００ｍＬ「ＪＢ」	0
A	GEN_A5		輸血や血液製剤の管理	620009135	アルブミナー５％静注１２．５ｇ／２５０ｍＬ	0
A	GEN_A5		輸血や血液製剤の管理	621755403	献血アルブミン５％静注１２．５ｇ／２５０ｍＬ「ＪＢ」	0
A	GEN_A5		輸血や血液製剤の管理	621755302	献血アルブミン５％静注１２．５ｇ／２５０ｍＬ「タケダ」	0
A	GEN_A5		輸血や血液製剤の管理	621155202	献血アルブミン２０％静注４ｇ／２０ｍＬ「ＪＢ」	0
A	GEN_A5		輸血や血液製剤の管理	621155502	献血アルブミン２０％静注４ｇ／２０ｍＬ「タケダ」	0
A	GEN_A5		輸血や血液製剤の管理	620008814	献血アルブミン２５％静注５ｇ／２０ｍＬ「ベネシス」	0
A	GEN_A5		輸血や血液製剤の管理	620008815	献血アルブミン２５％静注１２．５ｇ／５０ｍＬ「ベネシス」	0
A	GEN_A5		輸血や血液製剤の管理	620009136	アルブミナー２５％静注１２．５ｇ／５０ｍＬ	0
A	GEN_A5		輸血や血液製剤の管理	621450201	赤十字アルブミン２５％静注１２．５ｇ／５０ｍＬ	0
A	GEN_A5		輸血や血液製剤の管理	621156608	献血アルブミン２５％静注１２．５ｇ／５０ｍＬ「ＫＭＢ」	0
A	GEN_A5		輸血や血液製剤の管理	621645902	献血アルブミン２５％静注１２．５ｇ／５０ｍＬ「タケダ」	0
A	GEN_A5		輸血や血液製剤の管理	620009137	アルブミン－ベーリング２０％静注１０．０ｇ／５０ｍＬ	0
A	GEN_A5		輸血や血液製剤の管理	621157302	献血アルブミン２０％静注１０ｇ／５０ｍＬ「ＪＢ」	0
A	GEN_A5		輸血や血液製剤の管理	621155408	献血アルブミン２０％静注１０ｇ／５０ｍＬ「ＫＭＢ」	0
A	GEN_A5		輸血や血液製剤の管理	621157403	献血アルブミン２０％静注１０ｇ／５０ｍＬ「タケダ」	0
A	GEN_A5		輸血や血液製剤の管理	646340028	乾燥人フィブリノゲン	0
A	GEN_A5		輸血や血液製剤の管理	621157504	フィブリノゲンＨＴ静注用１ｇ「ＪＢ」	0
A	GEN_A5		輸血や血液製剤の管理	646340054	人免疫グロブリン	0
A	GEN_A5		輸血や血液製剤の管理	621157601	ガンマグロブリン筋注４５０ｍｇ／３ｍＬ「ニチヤク」	0
A	GEN_A5		輸血や血液製剤の管理	621157602	ガンマグロブリン筋注１５００ｍｇ／１０ｍＬ「ニチヤク」	0
A	GEN_A5		輸血や血液製剤の管理	621157617	グロブリン筋注４５０ｍｇ／３ｍＬ「ＪＢ」	0
A	GEN_A5		輸血や血液製剤の管理	621157604	グロブリン筋注１５００ｍｇ／１０ｍＬ「ＪＢ」	0
A	GEN_A5		輸血や血液製剤の管理	621157607	ガンマグロブリン筋注４５０ｍｇ／３ｍＬ「タケダ」	0
A	GEN_A5		輸血や血液製剤の管理	621157611	ガンマグロブリン筋注１５００ｍｇ／１０ｍＬ「タケダ」	0
A	GEN_A5		輸血や血液製剤の管理	621384901	ファイバ静注用１０００	0
A	GEN_A5		輸血や血液製剤の管理	620007377	テタガムＰ筋注シリンジ２５０	0
A	GEN_A5		輸血や血液製剤の管理	646340456	抗破傷風人免疫グロブリン	0
A	GEN_A5		輸血や血液製剤の管理	646340188	人ハプトグロビン	0
A	GEN_A5		輸血や血液製剤の管理	621158404	ハプトグロビン静注２０００単位「ＪＢ」	0
A	GEN_A5		輸血や血液製剤の管理	622607401	ガンマガード静注用５ｇ	0
A	GEN_A5		輸血や血液製剤の管理	621158701	献血アルブミネート４．４％静注４．４ｇ／１００ｍＬ	0
A	GEN_A5		輸血や血液製剤の管理	621560801	献血アルブミネート４．４％静注１１ｇ／２５０ｍＬ	0
A	GEN_A5		輸血や血液製剤の管理	646340261	乾燥抗ＨＢｓ人免疫グロブリン	0
A	GEN_A5		輸血や血液製剤の管理	621159004	ヘブスブリン筋注用２００単位	0
A	GEN_A5		輸血や血液製剤の管理	621159001	乾燥ＨＢグロブリン筋注用２００単位「ニチヤク」	0
A	GEN_A5		輸血や血液製剤の管理	646340262	乾燥抗ＨＢｓ人免疫グロブリン	0
A	GEN_A5		輸血や血液製剤の管理	621159104	ヘブスブリン筋注用１０００単位	0
A	GEN_A5		輸血や血液製剤の管理	621159101	乾燥ＨＢグロブリン筋注用１０００単位「ニチヤク」	0
A	GEN_A5		輸血や血液製剤の管理	646340491	乾燥濃縮人アンチトロンビンⅢ	0
A	GEN_A5		輸血や血液製剤の管理	620001350	献血ノンスロン５００注射用	0
A	GEN_A5		輸血や血液製剤の管理	621159207	ノイアート静注用５００単位	0
A	GEN_A5		輸血や血液製剤の管理	640453060	乾燥濃縮人アンチトロンビンⅢ	0
A	GEN_A5		輸血や血液製剤の管理	620001351	献血ノンスロン１５００注射用	0
A	GEN_A5		輸血や血液製剤の管理	620003071	ノイアート静注用１５００単位	0
A	GEN_A5		輸血や血液製剤の管理	620009201	ベリナートＰ静注用５００	0
A	GEN_A5		輸血や血液製剤の管理	622926301	ベリナート皮下注用２０００	0
A	GEN_A5		輸血や血液製剤の管理	621758002	献血ポリグロビンＮ５％静注０．５ｇ／１０ｍＬ	0
A	GEN_A5		輸血や血液製剤の管理	621758102	献血ポリグロビンＮ５％静注２．５ｇ／５０ｍＬ	0
A	GEN_A5		輸血や血液製剤の管理	621758202	献血ポリグロビンＮ５％静注５ｇ／１００ｍＬ	0
A	GEN_A5		輸血や血液製剤の管理	622192202	献血ポリグロビンＮ１０％静注５ｇ／５０ｍＬ	0
A	GEN_A5		輸血や血液製剤の管理	622192302	献血ポリグロビンＮ１０％静注１０ｇ／１００ｍＬ	0
A	GEN_A5		輸血や血液製剤の管理	622523501	献血ポリグロビンＮ１０％静注２．５ｇ／２５ｍＬ	0
A	GEN_A5		輸血や血液製剤の管理	622821601	ピリヴィジェン１０％静注２．５ｇ／２５ｍＬ	0
A	GEN_A5		輸血や血液製剤の管理	622683602	ピリヴィジェン１０％静注５ｇ／５０ｍＬ	0
A	GEN_A5		輸血や血液製剤の管理	622683702	ピリヴィジェン１０％静注１０ｇ／１００ｍＬ	0
A	GEN_A5		輸血や血液製剤の管理	622683802	ピリヴィジェン１０％静注２０ｇ／２００ｍＬ	0
A	GEN_A5		輸血や血液製剤の管理	621159901	献血ヴェノグロブリンＩＨ５％静注０．５ｇ／１０ｍＬ	0
A	GEN_A5		輸血や血液製剤の管理	621160201	献血ヴェノグロブリンＩＨ５％静注２．５ｇ／５０ｍＬ	0
A	GEN_A5		輸血や血液製剤の管理	622961500	ポリエチレングリコール処理人免疫グロブリン２．５ｇ５０ｍＬ注射液	0
A	GEN_A5		輸血や血液製剤の管理	621160501	献血ヴェノグロブリンＩＨ５％静注１ｇ／２０ｍＬ	0
A	GEN_A5		輸血や血液製剤の管理	622961600	ポリエチレングリコール処理人免疫グロブリン１ｇ２０ｍＬ注射液	0
A	GEN_A5		輸血や血液製剤の管理	621490001	献血ヴェノグロブリンＩＨ５％静注５ｇ／１００ｍＬ	0
A	GEN_A5		輸血や血液製剤の管理	622235601	献血ヴェノグロブリンＩＨ５％静注１０ｇ／２００ｍＬ	0
A	GEN_A5		輸血や血液製剤の管理	622534401	献血ヴェノグロブリンＩＨ１０％静注０．５ｇ／５ｍＬ	0
A	GEN_A5		輸血や血液製剤の管理	622534501	献血ヴェノグロブリンＩＨ１０％静注２．５ｇ／２５ｍＬ	0
A	GEN_A5		輸血や血液製剤の管理	622534601	献血ヴェノグロブリンＩＨ１０％静注５ｇ／５０ｍＬ	0
A	GEN_A5		輸血や血液製剤の管理	622534701	献血ヴェノグロブリンＩＨ１０％静注１０ｇ／１００ｍＬ	0
A	GEN_A5		輸血や血液製剤の管理	622534801	献血ヴェノグロブリンＩＨ１０％静注２０ｇ／２００ｍＬ	0
A	GEN_A5		輸血や血液製剤の管理	646340497	乾燥濃縮人血液凝固第Ⅸ因子	0
A	GEN_A5		輸血や血液製剤の管理	620009263	クリスマシンＭ静注用４００単位	0
A	GEN_A5		輸血や血液製剤の管理	622408201	ノバクトＭ静注用５００単位	0
A	GEN_A5		輸血や血液製剤の管理	646340499	乾燥濃縮人血液凝固第Ⅸ因子	0
A	GEN_A5		輸血や血液製剤の管理	620009264	クリスマシンＭ静注用１０００単位	0
A	GEN_A5		輸血や血液製剤の管理	622408301	ノバクトＭ静注用１０００単位	0
A	GEN_A5		輸血や血液製剤の管理	622034100	乾燥濃縮人血液凝固第Ⅸ因子	0
A	GEN_A5		輸血や血液製剤の管理	622034200	乾燥濃縮人血液凝固第Ⅸ因子	0
A	GEN_A5		輸血や血液製剤の管理	622408401	ノバクトＭ静注用２０００単位	0
A	GEN_A5		輸血や血液製剤の管理	620009198	フィブロガミンＰ静注用	0
A	GEN_A5		輸血や血液製剤の管理	629903301	アドベイト静注用キット２５０	0
A	GEN_A5		輸血や血液製剤の管理	629903401	アドベイト静注用キット５００	0
A	GEN_A5		輸血や血液製剤の管理	629903501	アドベイト静注用キット１０００	0
A	GEN_A5		輸血や血液製剤の管理	629903601	アドベイト静注用キット１５００	0
A	GEN_A5		輸血や血液製剤の管理	629903701	アドベイト静注用キット２０００	0
A	GEN_A5		輸血や血液製剤の管理	629903801	アドベイト静注用キット３０００	0
A	GEN_A5		輸血や血液製剤の管理	640412173	ポリエチレングリコール処理抗破傷風人免疫グロブリン	0
A	GEN_A5		輸血や血液製剤の管理	621161703	テタノブリンＩＨ静注２５０単位	0
A	GEN_A5		輸血や血液製剤の管理	640412174	ポリエチレングリコール処理抗破傷風人免疫グロブリン	0
A	GEN_A5		輸血や血液製剤の管理	621161803	テタノブリンＩＨ静注１５００単位	0
A	GEN_A5		輸血や血液製剤の管理	622366301	ノボセブンＨＩ静注用１ｍｇ　シリンジ	0
A	GEN_A5		輸血や血液製剤の管理	622366401	ノボセブンＨＩ静注用２ｍｇ　シリンジ	0
A	GEN_A5		輸血や血液製剤の管理	622366501	ノボセブンＨＩ静注用５ｍｇ　シリンジ	0
A	GEN_A5		輸血や血液製剤の管理	640443038	注射用アナクトＣ２，５００単位	0
A	GEN_A5		輸血や血液製剤の管理	640453163	ポリエチレングリコール処理抗ＨＢｓ人免疫グロブリン	0
A	GEN_A5		輸血や血液製剤の管理	621450602	ヘブスブリンＩＨ静注１０００単位	0
A	GEN_A5		輸血や血液製剤の管理	621971601	ベネフィクス静注用５００	0
A	GEN_A5		輸血や血液製剤の管理	621971701	ベネフィクス静注用１０００	0
A	GEN_A5		輸血や血液製剤の管理	621971801	ベネフィクス静注用２０００	0
A	GEN_A5		輸血や血液製剤の管理	622273601	ベネフィクス静注用３０００	0
A	GEN_A5		輸血や血液製剤の管理	622288001	ハイゼントラ２０％皮下注１ｇ／５ｍＬ	0
A	GEN_A5		輸血や血液製剤の管理	622288101	ハイゼントラ２０％皮下注２ｇ／１０ｍＬ	0
A	GEN_A5		輸血や血液製剤の管理	622288201	ハイゼントラ２０％皮下注４ｇ／２０ｍＬ	0
A	GEN_A5		輸血や血液製剤の管理	622955401	ハイゼントラ２０％皮下注１ｇ／５ｍＬシリンジ	0
A	GEN_A5		輸血や血液製剤の管理	622955501	ハイゼントラ２０％皮下注２ｇ／１０ｍＬシリンジ	0
A	GEN_A5		輸血や血液製剤の管理	622955601	ハイゼントラ２０％皮下注４ｇ／２０ｍＬシリンジ	0
A	GEN_A5		輸血や血液製剤の管理	622950901	キュービトル２０％皮下注２ｇ／１０ｍＬ	0
A	GEN_A5		輸血や血液製剤の管理	622951001	キュービトル２０％皮下注４ｇ／２０ｍＬ	0
