receipt_code	drug_name
621653601	リドカイン塩酸塩注０．５％「日新」　１０ｍＬ
621698402	リドカイン塩酸塩注射液０．５％「ファイザー」　１０ｍＬ
621698502	リドカイン塩酸塩注射液０．５％「ファイザー」　５ｍＬ
622086301	ポプスカイン０．５％注シリンジ５０ｍｇ／１０ｍＬ
622086401	ポプスカイン０．５％注５０ｍｇ／１０ｍＬ
640422006	メピバカイン塩酸塩注射液　２％２ｍＬ
640422007	メピバカイン塩酸塩注射液　０．５％５ｍＬ
640422008	メピバカイン塩酸塩注射液　０．５％１０ｍＬ
620166710	メピバカイン塩酸塩注射液０．５％「ＶＴＲＳ」
621563701	メピバカイン塩酸塩注０．５％「日新」
621563801	メピバカイン塩酸塩注０．５％「日新」
640422010	メピバカイン塩酸塩注射液　１％２ｍＬ
640422011	メピバカイン塩酸塩注射液　１％５ｍＬ
620166810	メピバカイン塩酸塩注射液１％「ＶＴＲＳ」
621565201	メピバカイン塩酸塩注１％「日新」
621565301	メピバカイン塩酸塩注１％「日新」
640422014	メピバカイン塩酸塩注射液　２％５ｍＬ
640422015	メピバカイン塩酸塩注射液　２％１０ｍＬ
620166910	メピバカイン塩酸塩注射液２％「ＶＴＲＳ」
621562101	メピバカイン塩酸塩注２％「日新」
621562001	メピバカイン塩酸塩注２％「日新」
640422017	メピバカイン塩酸塩注射液　１％１０ｍＬ
621710002	メピバカイン塩酸塩注射液０．５％シリンジ５０ｍｇ／１０ｍＬ「ＮＰ」
621710102	メピバカイン塩酸塩注射液１％シリンジ１００ｍｇ／１０ｍＬ「ＮＰ」
621710202	メピバカイン塩酸塩注射液２％シリンジ２００ｍｇ／１０ｍＬ「ＮＰ」
640431026	０．５％塩酸メピバカイン注「ＮＭ」
640431027	１％塩酸メピバカイン注「ＮＭ」
640431028	２％塩酸メピバカイン注「ＮＭ」
640443005	マーカイン注脊麻用０．５％高比重　４ｍＬ
640443006	マーカイン注脊麻用０．５％等比重　４ｍＬ
640451000	アナペイン注２ｍｇ／ｍＬ　０．２％１０ｍＬ
640451001	アナペイン注２ｍｇ／ｍＬ　０．２％１００ｍＬ
640451002	アナペイン注７．５ｍｇ／ｍＬ　０．７５％１０ｍＬ
640451003	アナペイン注７．５ｍｇ／ｍＬ　０．７５％２０ｍＬ
640451004	アナペイン注１０ｍｇ／ｍＬ　１％１０ｍＬ
640451005	アナペイン注１０ｍｇ／ｍＬ　１％２０ｍＬ
641210003	キシロカイン注射液「０．５％」エピレナミン１：１００，０００含有
641210004	キシロカイン注射液「１％」エピレナミン（１：１００，０００）含有
641210005	キシロカイン注射液「２％」エピレナミン（１：８０，０００）含有
641210017	マーカイン注０．１２５％
641210018	マーカイン注０．２５％
641210019	マーカイン注０．５％
641210026	プロカイン塩酸塩注射液　０．５％１ｍＬ
641210027	プロカイン塩酸塩注射液　０．５％２ｍＬ
641210028	プロカイン塩酸塩注射液　０．５％５ｍＬ
641210029	プロカイン塩酸塩注射液　１％１ｍＬ
641210030	プロカイン塩酸塩注射液　１％２ｍＬ
641210031	プロカイン塩酸塩注射液　１％５ｍＬ
641210032	プロカイン塩酸塩注射液　１％１０ｍＬ
641210034	プロカイン塩酸塩注射液　２％１ｍＬ
641210035	プロカイン塩酸塩注射液　２％２ｍＬ
641210036	プロカイン塩酸塩注射液　２％５ｍＬ
641210039	メピバカイン塩酸塩注射液　０．５％
641210040	メピバカイン塩酸塩注射液　１％
641210041	メピバカイン塩酸塩注射液　２％
641210042	プロカイン塩酸塩注射液　０．５％１０ｍＬ
641210058	塩プロ１％注「小林」　１ｍＬ
641210063	塩プロ１％注「小林」　２ｍＬ
641210065	１％塩酸プロカイン注射液「ニッシン」　５ｍＬ
641210067	塩プロ１％注「小林」　５ｍＬ
641210078	２％塩酸プロカイン注射液「ニッシン」　２ｍＬ
641210090	０．５％カルボカイン注
641210091	１％カルボカイン注
641210092	２％カルボカイン注
620005154	カーボスター透析剤・Ｍ　１０Ｌ（炭酸水素ナトリウム付）
620005155	カーボスター透析剤・Ｌ　６Ｌ（炭酸水素ナトリウム液付）
620005156	カーボスター透析剤・Ｌ　９Ｌ（炭酸水素ナトリウム液付）
620005157	カーボスター透析剤・Ｐ　２袋
620007210	ＡＫ－ソリタ透析剤・ＦＬ　９Ｌ（炭酸水素ナトリウム液付）
620007211	ＡＫ－ソリタ透析剤・ＦＰ　９Ｌ（炭酸水素ナトリウム付）
620007212	ＡＫ－ソリタ透析剤・ＤＬ　９Ｌ（炭酸水素ナトリウム液付）
620007213	ＡＫ－ソリタ透析剤・ＤＰ　９Ｌ（炭酸水素ナトリウム付）
620007307	サブパック血液ろ過用補充液－Ｂｉ　１０１０ｍＬ
620007308	サブパック血液ろ過用補充液－Ｂｉ　２０２０ｍＬ
620007429	バイフィル専用炭酸水素ナトリウム補充液１．３９％　２Ｌ
620007430	バイフィル透析剤　６Ｌ
620007543	リンパック透析剤ＴＡ１　２袋
620007544	リンパック透析剤ＴＡ３　２袋
620008806	キンダリー透析剤２Ｅ　２袋
620008808	キンダリー透析剤３Ｅ　２袋
620008809	キンダリー透析剤３Ｄ　３袋
620009543	サブラッド血液ろ過用補充液ＢＳＧ　１０１０ｍＬ
620009544	サブラッド血液ろ過用補充液ＢＳＧ　２０２０ｍＬ
620820901	キンダリー透析剤ＡＦ１号　９Ｌ（炭酸水素ナトリウム液付）
620821001	キンダリー透析剤ＡＦ１Ｐ号　１０Ｌ（炭酸水素ナトリウム付）
620822001	キンダリー透析剤ＡＦ２号　９Ｌ（炭酸水素ナトリウム液付）
620822101	キンダリー透析剤ＡＦ２Ｐ号　１０Ｌ（炭酸水素ナトリウム付）
620822301	キンダリー透析剤ＡＦ２号　６Ｌ（炭酸水素ナトリウム液付）
620822901	キンダリー透析剤ＡＦ３号　９Ｌ（炭酸水素ナトリウム液付）
620823001	キンダリー透析剤ＡＦ３Ｐ号　１０Ｌ（炭酸水素ナトリウム付）
620823201	キンダリー透析剤ＡＦ３号　６Ｌ（炭酸水素ナトリウム液付）
621315901	キドライム　透析剤　Ｔ－３０　２袋
621561701	Ｄドライ透析剤２．５Ｓ　２瓶
621561801	Ｄドライ透析剤３．０Ｓ　２瓶
622054501	キンダリー透析剤ＡＦ４Ｐ号　１０Ｌ（炭酸水素ナトリウム付）
622054601	キンダリー透析剤４Ｄ　３袋
622054701	キンダリー透析剤４Ｅ　２袋
622181701	キンダリー透析剤ＡＦ４号　６Ｌ（炭酸水素ナトリウム液付）
622420401	キンダリー透析剤ＡＦ４号　９Ｌ（炭酸水素ナトリウム液付）
622530601	Ｄドライ透析剤２．７５Ｓ　２瓶
622836101	キンダリー透析剤５Ｅ　２袋
622836201	キンダリー透析剤ＡＦ５Ｐ号　１０Ｌ（炭酸水素ナトリウム付）
622836301	キンダリー透析剤ＡＦ５号　６Ｌ（炭酸水素ナトリウム液付）
622836401	キンダリー透析剤ＡＦ５号　９Ｌ（炭酸水素ナトリウム液付）
620008830	ステイセーフバランス　１／１．５　腹膜透析液　１．５Ｌ排液バッグ
620008831	ステイセーフバランス　１／１．５　腹膜透析液　２Ｌ排液用バッグ付
620008832	ステイセーフバランス　１／１．５　腹膜透析液　２．５Ｌ
620008833	ステイセーフバランス　１／１．５　腹膜透析液　２．５Ｌ排液バッグ
620008834	ステイセーフバランス　１／２．５　腹膜透析液　１．５Ｌ排液バッグ
620008835	ステイセーフバランス　１／２．５　腹膜透析液　２Ｌ排液用バッグ付
620008836	ステイセーフバランス　１／２．５　腹膜透析液　２．５Ｌ
620008837	ステイセーフバランス　１／２．５　腹膜透析液　２．５Ｌ排液バッグ
620008838	ステイセーフバランス　１／４．２５　腹膜透析　１．５Ｌ排液バッグ
620008839	ステイセーフバランス　１／４．２５　腹膜透析液　２Ｌ排液用バッグ
620008840	ステイセーフバランス　２／１．５　腹膜透析液　１．５Ｌ排液バッグ
620008841	ステイセーフバランス　２／１．５　腹膜透析液　２Ｌ排液用バッグ付
620008842	ステイセーフバランス　２／１．５　腹膜透析液　２．５Ｌ
620008843	ステイセーフバランス　２／１．５　腹膜透析液　２．５Ｌ排液バッグ
620008844	ステイセーフバランス　２／２．５　腹膜透析液　１．５Ｌ排液バッグ
620008845	ステイセーフバランス　２／２．５　腹膜透析液　２Ｌ排液用バッグ付
620008846	ステイセーフバランス　２／２．５　腹膜透析液　２．５Ｌ
620008847	ステイセーフバランス　２／２．５　腹膜透析液　２．５Ｌ排液バッグ
620008848	ステイセーフバランス　２／４．２５　腹膜透析　１．５Ｌ排液バッグ
620008849	ステイセーフバランス　２／４．２５　腹膜透析液　２Ｌ排液用バッグ
620009138	エクストラニール腹膜透析液　１．５Ｌ
620009139	エクストラニール腹膜透析液　１．５Ｌ（排液用バッグ付）
620009140	エクストラニール腹膜透析液　２Ｌ
620009141	エクストラニール腹膜透析液　２Ｌ（排液用バッグ付）
620009154	ダイアニール－Ｎ　ＰＤ－２　１．５腹膜透析液　１Ｌ
620009155	ダイアニール－Ｎ　ＰＤ－２　１．５腹膜透析液　１Ｌ排液用バッグ付
620009156	ダイアニール－Ｎ　ＰＤ－２　１．５腹膜透析液　１．５Ｌ
620009157	ダイアニール－Ｎ　ＰＤ－２　１．５腹膜透析　１．５Ｌ排液バッグ付
620009158	ダイアニール－Ｎ　ＰＤ－２　１．５腹膜透析液　２Ｌ
620009159	ダイアニール－Ｎ　ＰＤ－２　１．５腹膜透析液　２Ｌ排液用バッグ付
620009160	ダイアニール－Ｎ　ＰＤ－２　１．５腹膜透析液　２．５Ｌ
620009161	ダイアニール－Ｎ　ＰＤ－２　１．５腹膜透析　２．５Ｌ排液バッグ付
620009162	ダイアニール－Ｎ　ＰＤ－２　１．５腹膜透析液　５Ｌ
620009163	ダイアニール－Ｎ　ＰＤ－２　２．５腹膜透析液　１Ｌ
620009164	ダイアニール－Ｎ　ＰＤ－２　２．５腹膜透析液　１Ｌ排液用バッグ付
620009165	ダイアニール－Ｎ　ＰＤ－２　２．５腹膜透析液　１．５Ｌ
620009166	ダイアニール－Ｎ　ＰＤ－２　２．５腹膜透析　１．５Ｌ排液バッグ付
620009167	ダイアニール－Ｎ　ＰＤ－２　２．５腹膜透析液　２Ｌ
620009168	ダイアニール－Ｎ　ＰＤ－２　２．５腹膜透析液　２Ｌ排液用バッグ付
620009169	ダイアニール－Ｎ　ＰＤ－２　２．５腹膜透析液　２．５Ｌ
620009170	ダイアニール－Ｎ　ＰＤ－２　２．５腹膜透析　２．５Ｌ排液バッグ付
620009171	ダイアニール－Ｎ　ＰＤ－２　２．５腹膜透析液　５Ｌ
620009172	ダイアニール－Ｎ　ＰＤ－４　１．５腹膜透析液　１Ｌ
620009173	ダイアニール－Ｎ　ＰＤ－４　１．５腹膜透析液　１Ｌ排液用バッグ付
620009174	ダイアニール－Ｎ　ＰＤ－４　１．５腹膜透析液　１．５Ｌ
620009175	ダイアニール－Ｎ　ＰＤ－４　１．５腹膜透析　１．５Ｌ排液バッグ付
620009176	ダイアニール－Ｎ　ＰＤ－４　１．５腹膜透析液　２Ｌ
620009177	ダイアニール－Ｎ　ＰＤ－４　１．５腹膜透析液　２Ｌ排液用バッグ付
620009178	ダイアニール－Ｎ　ＰＤ－４　１．５腹膜透析液　２．５Ｌ
620009179	ダイアニール－Ｎ　ＰＤ－４　１．５腹膜透析　２．５Ｌ排液バッグ付
620009180	ダイアニール－Ｎ　ＰＤ－４　１．５腹膜透析液　５Ｌ
620009181	ダイアニール－Ｎ　ＰＤ－４　２．５腹膜透析液　１Ｌ
620009182	ダイアニール－Ｎ　ＰＤ－４　２．５腹膜透析液　１Ｌ排液用バッグ付
620009183	ダイアニール－Ｎ　ＰＤ－４　２．５腹膜透析液　１．５Ｌ
620009184	ダイアニール－Ｎ　ＰＤ－４　２．５腹膜透析　１．５Ｌ排液バッグ付
620009185	ダイアニール－Ｎ　ＰＤ－４　２．５腹膜透析液　２Ｌ
620009186	ダイアニール－Ｎ　ＰＤ－４　２．５腹膜透析液　２Ｌ排液用バッグ付
620009187	ダイアニール－Ｎ　ＰＤ－４　２．５腹膜透析液　２．５Ｌ
620009188	ダイアニール－Ｎ　ＰＤ－４　２．５腹膜透析　２．５Ｌ排液バッグ付
620009189	ダイアニール－Ｎ　ＰＤ－４　２．５腹膜透析液　５Ｌ
620009190	ダイアニールＰＤ－２　４．２５腹膜透析液　１．５Ｌ排液用バッグ付
620009191	ダイアニールＰＤ－２　４．２５腹膜透析液　２Ｌ
620009192	ダイアニールＰＤ－２　４．２５腹膜透析液　２Ｌ（排液用バッグ付）
620009193	ダイアニールＰＤ－４　４．２５腹膜透析液　１Ｌ（排液用バッグ付）
620009194	ダイアニールＰＤ－４　４．２５腹膜透析液　２Ｌ
620009195	ダイアニールＰＤ－４　４．２５腹膜透析液　２Ｌ（排液用バッグ付）
620829801	ミッドペリック１３５腹膜透析液　１．５Ｌ
620829901	ミッドペリック１３５腹膜透析液　２Ｌ
620830101	ミッドペリック１３５腹膜透析液　１Ｌ
620830201	ミッドペリック１３５腹膜透析液　１Ｌ（排液用バッグ付）
620830301	ミッドペリック１３５腹膜透析液　１．５Ｌ（排液用バッグ付）
620830401	ミッドペリック１３５腹膜透析液　２Ｌ（排液用バッグ付）
620830801	ミッドペリック２５０腹膜透析液　１．５Ｌ
620830901	ミッドペリック２５０腹膜透析液　２Ｌ
620831201	ミッドペリック２５０腹膜透析液　１Ｌ（排液用バッグ付）
620831301	ミッドペリック２５０腹膜透析液　１．５Ｌ（排液用バッグ付）
620831401	ミッドペリック２５０腹膜透析液　２Ｌ（排液用バッグ付）
620831901	ミッドペリック４００腹膜透析液　２Ｌ
620832401	ミッドペリック４００腹膜透析液　２Ｌ（排液用バッグ付）
621317201	ミッドペリックＬ１３５腹膜透析液　１Ｌ
621317301	ミッドペリックＬ１３５腹膜透析液　１Ｌ（排液用バッグ付）
621317401	ミッドペリックＬ１３５腹膜透析液　１．５Ｌ
621317501	ミッドペリックＬ１３５腹膜透析液　１．５Ｌ（排液用バッグ付）
621317601	ミッドペリックＬ１３５腹膜透析液　２Ｌ
621317701	ミッドペリックＬ１３５腹膜透析液　２Ｌ（排液用バッグ付）
621318001	ミッドペリックＬ２５０腹膜透析液　１Ｌ
621318101	ミッドペリックＬ２５０腹膜透析液　１Ｌ（排液用バッグ付）
621318201	ミッドペリックＬ２５０腹膜透析液　１．５Ｌ
621318301	ミッドペリックＬ２５０腹膜透析液　１．５Ｌ（排液用バッグ付）
621318401	ミッドペリックＬ２５０腹膜透析液　２Ｌ
621318501	ミッドペリックＬ２５０腹膜透析液　２Ｌ（排液用バッグ付）
621318901	ミッドペリックＬ４００腹膜透析液　１Ｌ（排液用バッグ付）
621319201	ミッドペリックＬ４００腹膜透析液　２Ｌ
621319301	ミッドペリックＬ４００腹膜透析液　２Ｌ（排液用バッグ付）
621492801	ペリセート３６０ＮＬ腹膜透析液　２．５Ｌ（排液用バッグ付）
621492901	ペリセート４００ＮＬ腹膜透析液　２．５Ｌ（排液用バッグ付）
621501501	ペリセート３６０Ｎ腹膜透析液　１．５Ｌ
621501601	ペリセート３６０Ｎ腹膜透析液　１．５Ｌ（排液用バッグ付）
621501701	ペリセート３６０Ｎ腹膜透析液　２Ｌ
621501801	ペリセート３６０Ｎ腹膜透析液　２Ｌ（排液用バッグ付）
621501901	ペリセート３６０ＮＬ腹膜透析液　１．５Ｌ
621502001	ペリセート３６０ＮＬ腹膜透析液　１．５Ｌ（排液用バッグ付）
621502101	ペリセート３６０ＮＬ腹膜透析液　１Ｌ
621502201	ペリセート３６０ＮＬ腹膜透析液　１Ｌ（排液用バッグ付）
621502301	ペリセート３６０ＮＬ腹膜透析液　２Ｌ
621502401	ペリセート３６０ＮＬ腹膜透析液　２Ｌ（排液用バッグ付）
621502501	ペリセート３６０ＮＬ腹膜透析液　３Ｌ
621502601	ペリセート４００Ｎ腹膜透析液　１．５Ｌ
621502701	ペリセート４００Ｎ腹膜透析液　１．５Ｌ（排液用バッグ付）
621502801	ペリセート４００Ｎ腹膜透析液　２Ｌ
621502901	ペリセート４００Ｎ腹膜透析液　２Ｌ（排液用バッグ付）
621503001	ペリセート４００ＮＬ腹膜透析液　１．５Ｌ
621503101	ペリセート４００ＮＬ腹膜透析液　１．５Ｌ（排液用バッグ付）
621503201	ペリセート４００ＮＬ腹膜透析液　１Ｌ
621503301	ペリセート４００ＮＬ腹膜透析液　１Ｌ（排液用バッグ付）
621503401	ペリセート４００ＮＬ腹膜透析液　２Ｌ
621503501	ペリセート４００ＮＬ腹膜透析液　２Ｌ（排液用バッグ付）
621503601	ペリセート４００ＮＬ腹膜透析液　３Ｌ
621503701	ペリセート３６０Ｎ腹膜透析液　１Ｌ
621503801	ペリセート３６０Ｎ腹膜透析液　１Ｌ（排液用バッグ付）
621503901	ペリセート３６０Ｎ腹膜透析液　３Ｌ
621505201	ペリセート４００Ｎ腹膜透析液　１Ｌ
621505301	ペリセート４００Ｎ腹膜透析液　１Ｌ（排液用バッグ付）
621505401	ペリセート４００Ｎ腹膜透析液　３Ｌ
621563301	ペリセート４００Ｎ腹膜透析液　２．５Ｌ（排液用バッグ付）
621564101	ペリセート３６０Ｎ腹膜透析液　２．５Ｌ（排液用バッグ付）
621628201	ミッドペリックＬ１３５腹膜透析液　２．５Ｌ
621633401	ミッドペリックＬ２５０腹膜透析液　２．５Ｌ
621633501	ミッドペリックＬ１３５腹膜透析液　２．５Ｌ（排液用バッグ付）
621633601	ミッドペリックＬ２５０腹膜透析液　２．５Ｌ（排液用バッグ付）
622132501	ステイセーフバランス　１／４．２５　腹膜透析液　１Ｌ排液用バッグ
622132601	ステイセーフバランス　１／４．２５　腹膜透析液　２Ｌ
622132701	ステイセーフバランス　２／４．２５　腹膜透析液　２Ｌ
622299401	レギュニール　ＨＣａ　１．５腹膜透析液　１Ｌ（排液用バッグ付）
622299501	レギュニール　ＨＣａ　１．５腹膜透析液　１．５Ｌ排液用バッグ付
622299601	レギュニール　ＨＣａ　１．５腹膜透析液　２Ｌ（排液用バッグ付）
622299701	レギュニール　ＨＣａ　１．５腹膜透析液　２．５Ｌ
622299801	レギュニール　ＨＣａ　１．５腹膜透析液　５Ｌ
622299901	レギュニール　ＨＣａ　２．５腹膜透析液　１Ｌ（排液用バッグ付）
622300001	レギュニール　ＨＣａ　２．５腹膜透析液　１．５Ｌ排液用バッグ付
622300101	レギュニール　ＨＣａ　２．５腹膜透析液　２Ｌ（排液用バッグ付）
622300201	レギュニール　ＨＣａ　２．５腹膜透析液　２．５Ｌ
622300301	レギュニール　ＨＣａ　２．５腹膜透析液　５Ｌ
622300401	レギュニール　ＬＣａ　１．５腹膜透析液　１Ｌ（排液用バッグ付）
622300501	レギュニール　ＬＣａ　１．５腹膜透析液　１．５Ｌ排液用バッグ付
622300601	レギュニール　ＬＣａ　１．５腹膜透析液　２Ｌ（排液用バッグ付）
622300701	レギュニール　ＬＣａ　１．５腹膜透析液　２．５Ｌ
622300801	レギュニール　ＬＣａ　１．５腹膜透析液　５Ｌ
622300901	レギュニール　ＬＣａ　２．５腹膜透析液　１Ｌ（排液用バッグ付）
622301001	レギュニール　ＬＣａ　２．５腹膜透析液　１．５Ｌ排液用バッグ付
622301101	レギュニール　ＬＣａ　２．５腹膜透析液　２Ｌ（排液用バッグ付）
622301201	レギュニール　ＬＣａ　２．５腹膜透析液　２．５Ｌ
622301301	レギュニール　ＬＣａ　２．５腹膜透析液　５Ｌ
622301401	レギュニール　ＨＣａ　４．２５腹膜透析液　２Ｌ
622301501	レギュニール　ＬＣａ　４．２５腹膜透析液　２Ｌ
622396501	ニコペリック腹膜透析液　１．５Ｌ
622396601	ニコペリック腹膜透析液　１．５Ｌ（排液用バッグ付）
622396701	ニコペリック腹膜透析液　２Ｌ
622396801	ニコペリック腹膜透析液　２Ｌ（排液用バッグ付）
620002416	注射用ＧＨＲＰ科研１００　１００μｇ（溶解液付）
620003705	ＬＨ－ＲＨ注０．１ｍｇ「タナベ」
620003755	ＴＲＨ注０．５ｍｇ「タナベ」
620007191	アンチレクス静注１０ｍｇ　１％１ｍＬ
620007311	ジアグノグリーン注射用２５ｍｇ　（溶解液付）
620007383	テリパラチド酢酸塩静注用１００旭化成　１００酢酸テリパラチド単位
621194401	プロチレリン酒石酸塩注射液０．５ｍｇ「サワイ」
621194701	プロチレリン酒石酸塩注０．５ｍｇ「ＮＰ」
621194803	プロチレリン酒石酸塩注射液０．５ｍｇ「日医工」
621195201	プロチレリン酒石酸塩注射液２ｍｇ「サワイ」　１ｍＬ
621195401	プロチレリン酒石酸塩注２ｍｇ「ＮＰ」　１ｍＬ
621196001	ヒトＣＲＨ静注用１００μｇ「タナベ」　（溶解液付）
621196304	インジゴカルミン注２０ｍｇ「ＡＦＰ」　０．４％５ｍＬ
621196404	パラアミノ馬尿酸ソーダ注射液１０％（ＡＦＰ）　２０ｍＬ
621196604	フェノールスルホンフタレイン注０．６％「ＡＦＰ」　１．３ｍＬ
621197401	グルカゴンＧノボ注射用１ｍｇ　（溶解液付）
621515302	グルカゴン注射用１単位「ＩＬＳ」　１Ｕ．Ｓ．Ｐ．単位（溶解液付）
621792802	プロチレリン酒石酸塩注射液１ｍｇ「日医工」　１ｍＬ
621792902	プロチレリン酒石酸塩注射液２ｍｇ「日医工」　１ｍＬ
621921002	アルギニン点滴静注３０ｇ「ＡＹ」　１０％３００ｍＬ
621967502	プロチレリン酒石酸塩注射液１ｍｇ「サワイ」　１ｍＬ
622080102	プロチレリン酒石酸塩注１ｍｇ「ＮＰ」　１ｍＬ
622256801	イヌリード注　４ｇ４０ｍＬ
622769600	プロチレリン酒石酸塩０．５ｍｇ注射液
622769700	プロチレリン酒石酸塩１ｍｇ１ｍＬ注射液
622769800	プロチレリン酒石酸塩２ｍｇ１ｍＬ注射液
640454036	ヒルトニン０．５ｍｇ注射液
641190002	ヒルトニン１ｍｇ注射液　１ｍＬ
641190003	ヒルトニン２ｍｇ注射液　１ｍＬ
647280004	インジゴカルミン注射液　０．４％５ｍＬ
647280017	フェノールスルホンフタレイン注射液　０．６％１．３ｍＬ
621894701	ゾレア皮下注用１５０ｍｇ
622489001	ヌーカラ皮下注用１００ｍｇ
629916801	小児用ヌーカラ皮下注４０ｍｇシリンジ　０．４ｍＬ
622586701	ファセンラ皮下注３０ｍｇシリンジ　１ｍＬ
629925401	ファセンラ皮下注１０ｍｇシリンジ　０．５ｍＬ
622680501	ゾレア皮下注７５ｍｇシリンジ　０．５ｍＬ
622680601	ゾレア皮下注１５０ｍｇシリンジ　１ｍＬ
629928801	ゾレア皮下注７５ｍｇペン　０．５ｍＬ
629928901	ゾレア皮下注１５０ｍｇペン　１ｍＬ
629929001	ゾレア皮下注３００ｍｇペン　２ｍＬ
629906501	ヌーカラ皮下注１００ｍｇペン　１ｍＬ
629906601	ヌーカラ皮下注１００ｍｇシリンジ　１ｍＬ
620004411	ニューモバックスＮＰ　０．５ｍＬ
621150308	ビームゲン注０．２５ｍＬ
621150408	ビームゲン注０．５ｍＬ
622405001	メナクトラ筋注　０．５ｍＬ
622629101	ヘプタバックス－２水性懸濁注シリンジ０．２５ｍＬ
622629201	ヘプタバックス－２水性懸濁注シリンジ０．５ｍＬ
622683901	ラビピュール筋注用　（溶解液付）
622833101	ニューモバックスＮＰシリンジ　０．５ｍＬ
646310001	乾燥組織培養不活化狂犬病ワクチン　（溶解液付）
646310009	組換え沈降Ｂ型肝炎ワクチン（酵母由来）　０．２５ｍＬ
646310010	組換え沈降Ｂ型肝炎ワクチン（酵母由来）　０．５ｍＬ
646310011	組織培養不活化狂犬病ワクチン　（溶解液付）
646310024	肺炎球菌ワクチン　０．５ｍＬ
646310025	組換え沈降Ｂ型肝炎ワクチン（チャイニーズハムスター）０．２５ｍＬ
646310026	組換え沈降Ｂ型肝炎ワクチン（チャイニーズハムスター）　０．５ｍＬ
620005861	破トキ「ビケンＦ」　０．５ｍＬ
640451044	沈降破傷風トキソイドキット「タケダ」　０．５ｍＬ
646320001	沈降破傷風トキソイド　１０ｍＬ
646320003	沈降破傷風トキソイド　０．５ｍＬ
646320005	沈降破傷風トキソイド「生研」　０．５ｍＬ
621151601	献血ベニロン－Ｉ静注用１０００ｍｇ
621154301	ＰＰＳＢ－ＨＴ静注用２００単位「ニチヤク」２００国際単位溶解液付
621154501	ＰＰＳＢ－ＨＴ静注用５００単位「ニチヤク」５００国際単位溶解液付
621755301	献血アルブミン５％静注１２．５ｇ／２５０ｍＬ「ニチヤク」
621155501	献血アルブミン２０％静注４ｇ／２０ｍＬ「ニチヤク」
621645901	献血アルブミン２５％静注１２．５ｇ／５０ｍＬ「ニチヤク」
621157401	献血アルブミン２０％静注１０ｇ／５０ｍＬ「ニチヤク」
621155407	献血アルブミン２０「ＫＭＢ」
621159206	アンスロビンＰ５００注射用
620003432	アンスロビンＰ１５００注射用
622683601	ピリヴィジェン１０％点滴静注５ｇ／５０ｍＬ
622683701	ピリヴィジェン１０％点滴静注１０ｇ／１００ｍＬ
622683801	ピリヴィジェン１０％点滴静注２０ｇ／２００ｍＬ
620006788	メドウェイ注２５％
622507301	オクトレオチド皮下注５０μｇ「ＳＵＮ」
622507401	オクトレオチド皮下注１００μｇ「ＳＵＮ」
620005691	パミドロン酸二Ｎａ点滴静注用１５ｍｇ「Ｆ」
620005692	パミドロン酸二Ｎａ点滴静注用３０ｍｇ「Ｆ」
622356301	ゾレドロン酸点滴静注液４ｍｇ／５ｍＬ「サワイ」
622344201	ゾレドロン酸点滴静注液４ｍｇ／５ｍＬ「ファイザー」
622337201	ゾレドロン酸点滴静注４ｍｇ／５ｍＬ「ヤクルト」
622342601	ゾレドロン酸点滴静注４ｍｇ／５ｍＬ「テバ」
622360301	ゾレドロン酸点滴静注液４ｍｇ／１００ｍＬバッグ「日医工」
622344301	ゾレドロン酸点滴静注液４ｍｇ／１００ｍＬバッグ「ファイザー」
622391001	ゾレドロン酸点滴静注液４ｍｇ／１００ｍＬバッグ「サワイ」
622283001	シタラビン点滴静注液１ｇ「テバ」
622282901	シタラビン点滴静注液４００ｍｇ「テバ」
622460401	ゲムシタビン点滴静注液２００ｍｇ／５．３ｍＬ「ホスピーラ」
622460501	ゲムシタビン点滴静注液１ｇ／２６．３ｍＬ「ホスピーラ」
622019601	ゲムシタビン点滴静注用２００ｍｇ「ホスピーラ」
622062103	ゲムシタビン点滴静注用２００ｍｇ「ＴＹＫ」
622019701	ゲムシタビン点滴静注用１ｇ「ホスピーラ」
622062203	ゲムシタビン点滴静注用１ｇ「ＴＹＫ」
622059701	イリノテカン塩酸塩点滴静注液４０ｍｇ「タイヨー」
622230201	イリノテカン塩酸塩点滴静注液４０ｍｇ「日医工」
622059801	イリノテカン塩酸塩点滴静注液１００ｍｇ「タイヨー」
622230301	イリノテカン塩酸塩点滴静注液１００ｍｇ「日医工」
622903800	イリノテカン塩酸塩１００ｍｇ５ｍＬ注射液
622082001	パクリタキセル点滴静注液３０ｍｇ「サンド」
622082101	パクリタキセル点滴静注液１００ｍｇ「サンド」
620923202	シスプラチン点滴静注液１０ｍｇ「ファイザー」
620923602	シスプラチン点滴静注液２５ｍｇ「ファイザー」
620924002	シスプラチン点滴静注液５０ｍｇ「ファイザー」
620004117	カルボプラチン点滴静注液５０ｍｇ「サワイ」
622098103	カルボプラチン点滴静注液５０ｍｇ「ＴＹＫ」
620004119	カルボプラチン点滴静注液１５０ｍｇ「サワイ」
622098203	カルボプラチン点滴静注液１５０ｍｇ「ＴＹＫ」
620004121	カルボプラチン点滴静注液４５０ｍｇ「サワイ」
622098303	カルボプラチン点滴静注液４５０ｍｇ「ＴＹＫ」
620007300	コホリン静注用７．５ｍｇ
622394701	オキサリプラチン点滴静注液５０ｍｇ「テバ」
