receipt_code	drug_name
621186501	イオパミドール３７０注２０ｍＬ「Ｆ」　７５．５２％
621187201	オムニパーク１４０注５０ｍＬ　３０．２０％
621187301	オムニパーク１４０注２２０ｍＬ　３０．２０％
621187401	オムニパーク１８０注１０ｍＬ　３８．８２％
621187501	オムニパーク２４０注１０ｍＬ　５１．７７％
621187601	オムニパーク２４０注２０ｍＬ　５１．７７％
621187701	オムニパーク２４０注５０ｍＬ　５１．７７％
621187801	オムニパーク２４０注１００ｍＬ　５１．７７％
621187901	オムニパーク３００注１０ｍＬ　６４．７１％
621188001	オムニパーク３００注２０ｍＬ　６４．７１％
621188601	オムニパーク３００注５０ｍＬ　６４．７１％
621188701	オムニパーク３００注１００ｍＬ　６４．７１％
621188801	オムニパーク３５０注２０ｍＬ　７５．４９％
621188901	オムニパーク３５０注５０ｍＬ　７５．４９％
621189001	オムニパーク３５０注１００ｍＬ　７５．４９％
621189701	オプチレイ３２０注２０ｍＬ　６７．８％
621189801	オプチレイ３２０注５０ｍＬ　６７．８％
621189901	オプチレイ２４０注シリンジ１００ｍＬ　５０．９％
621190001	オプチレイ３２０注シリンジ７５ｍＬ　６７．８％
621190101	オプチレイ３２０注シリンジ１００ｍＬ　６７．８％
621190201	オプチレイ３２０注１００ｍＬ　６７．８％
621190301	オプチレイ３５０注２０ｍＬ　７４．１％
621190401	オプチレイ３５０注５０ｍＬ　７４．１％
621190501	オプチレイ３５０注１００ｍＬ　７４．１％
621190701	イオメロン３００注２０ｍＬ　６１．２４％
621190801	イオメロン３００注５０ｍＬ　６１．２４％
621190901	イオメロン３００注１００ｍＬ　６１．２４％
621191001	イオメロン３５０注２０ｍＬ　７１．４４％
621191101	イオメロン３５０注５０ｍＬ　７１．４４％
621191201	イオメロン３５０注１００ｍＬ　７１．４４％
621191401	イオメロン４００注５０ｍＬ　８１．６５％
621191501	イオメロン４００注１００ｍＬ　８１．６５％
621191601	イオメロン３００注シリンジ５０ｍＬ　６１．２４％
621191701	イオメロン３００注シリンジ１００ｍＬ　６１．２４％
621191801	イオメロン３５０注シリンジ５０ｍＬ　７１．４４％
621191901	イオメロン３５０注シリンジ１００ｍＬ　７１．４４％
621451301	イオパミドール３００注シリンジ５０ｍＬ「Ｆ」　６１．２４％
621451401	イオパミドール３７０注シリンジ１００ｍＬ「Ｆ」　７５．５２％
621451501	イオパミドール３００注シリンジ８０ｍＬ「Ｆ」　６１．２４％
621452002	イオヘキソール３００注２０ｍＬ「Ｆ」　６４．７１％
621452102	イオヘキソール３００注シリンジ５０ｍＬ「Ｆ」　６４．７１％
621452202	イオヘキソール３００注シリンジ１００ｍＬ「ＦＦ」　６４．７１％
621452302	イオヘキソール３００注シリンジ１００ｍＬ「Ｆ」　６４．７１％
621452702	イオヘキソール３００注５０ｍＬ「Ｆ」　６４．７１％
621452902	イオヘキソール３００注１００ｍＬ「ＦＦ」　６４．７１％
621453002	イオヘキソール３００注１００ｍＬ「Ｆ」　６４．７１％
621453102	イオヘキソール３５０注２０ｍＬ「Ｆ」　７５．４９％
621453202	イオヘキソール３５０注５０ｍＬ「Ｆ」　７５．４９％
621453302	イオヘキソール３５０注１００ｍＬ「ＦＦ」　７５．４９％
621453402	イオヘキソール３５０注１００ｍＬ「Ｆ」　７５．４９％
621453501	オムニパーク３００注１５０ｍＬ　６４．７１％
621490402	イオヘキソール３００注シリンジ５０ｍＬ「ＦＦ」　６４．７１％
621490502	イオヘキソール３００注５０ｍＬ「ＦＦ」　６４．７１％
621490601	イオメロン３００注シリンジ７５ｍＬ　６１．２４％
621490701	イオメロン３５０注シリンジ７５ｍＬ　７１．４４％
621493001	イオヘキソール３００注シリンジ８０ｍＬ「Ｆ」　６４．７１％
622936300	イオヘキソール（３００）８０ｍＬキット　６４．７１％
621534901	イオヘキソール３５０注シリンジ１００ｍＬ「Ｆ」　７５．４９％
621535102	イオヘキソール３００注シリンジ８０ｍＬ「ＦＦ」　６４．７１％
621535202	イオヘキソール３５０注シリンジ１００ｍＬ「ＦＦ」　７５．４９％
621535302	イオヘキソール３００注１０ｍＬ「ＦＦ」　６４．７１％
621535402	イオヘキソール３００注２０ｍＬ「ＦＦ」　６４．７１％
621535502	イオヘキソール３５０注２０ｍＬ「ＦＦ」　７５．４９％
621535602	イオヘキソール３５０注５０ｍＬ「ＦＦ」　７５．４９％
621728802	イオヘキソール２４０注シリンジ１００ｍＬ「Ｆ」　５１．７７％
621695401	イオヘキソール３００注シリンジ１００ｍＬ「ＨＫ」　６４．７１％
621728902	イオパミドール３７０注シリンジ８０ｍＬ「Ｆ」　７５．５２％
621758502	イオパミドール３００注２０ｍＬ「ＦＦ」　６１．２４％
621758602	イオパミドール３７０注２０ｍＬ「ＦＦ」　７５．５２％
621782301	イオパミドール３７０注シリンジ１００ｍＬ「ＦＦ」　７５．５２％
621834101	イオパミドール３００注シリンジ５０ｍＬ「ＦＦ」　６１．２４％
621834201	イオパミドール３００注シリンジ８０ｍＬ「ＦＦ」　６１．２４％
621834301	イオパミドール３７０注シリンジ５０ｍＬ「ＦＦ」　７５．５２％
621834401	イオパミドール３７０注シリンジ８０ｍＬ「ＦＦ」　７５．５２％
621892301	イオメロン３５０注シリンジ１３５ｍＬ　７１．４４％
621922401	オプチレイ３５０注シリンジ１００ｍＬ　７４．１％
621928003	イオプロミド３００注２０ｍＬ「ＢＹＬ」　６２．３４％
622961700	イオプロミド（３００）２０ｍＬ注射液　６２．３４％
621928103	イオプロミド３００注５０ｍＬ「ＢＹＬ」　６２．３４％
622961800	イオプロミド（３００）５０ｍＬ注射液　６２．３４％
621928203	イオプロミド３００注１００ｍＬ「ＢＹＬ」　６２．３４％
622961900	イオプロミド（３００）１００ｍＬ注射液　６２．３４％
621928303	イオプロミド３００注シリンジ５０ｍＬ「ＢＹＬ」　６２．３４％
621928403	イオプロミド３００注シリンジ８０ｍＬ「ＢＹＬ」　６２．３４％
621928503	イオプロミド３００注シリンジ１００ｍＬ「ＢＹＬ」　６２．３４％
621928603	イオプロミド３７０注２０ｍＬ「ＢＹＬ」　７６．８９％
621928703	イオプロミド３７０注５０ｍＬ「ＢＹＬ」　７６．８９％
622962000	イオプロミド（３７０）５０ｍＬ注射液　７６．８９％
621928803	イオプロミド３７０注１００ｍＬ「ＢＹＬ」　７６．８９％
621928903	イオプロミド３７０注シリンジ５０ｍＬ「ＢＹＬ」　７６．８９％
621929003	イオプロミド３７０注シリンジ８０ｍＬ「ＢＹＬ」　７６．８９％
621929103	イオプロミド３７０注シリンジ１００ｍＬ「ＢＹＬ」　７６．８９％
622027101	イオヘキソール３００注１０ｍＬ「ＨＫ」　６４．７１％
622027201	イオヘキソール３００注２０ｍＬ「ＨＫ」　６４．７１％
622027301	イオヘキソール３００注５０ｍＬ「ＨＫ」　６４．７１％
622027402	イオパミドール３００注シリンジ８０ｍＬ「ＨＫ」　６１．２４％
622027502	イオパミドール３７０注シリンジ８０ｍＬ「ＨＫ」　７５．５２％
622027602	イオパミドール３００注２０ｍＬ「ＨＫ」　６１．２４％
622027702	イオパミドール３００注５０ｍＬ「ＨＫ」　６１．２４％
622027802	イオパミドール３００注１００ｍＬ「ＨＫ」　６１．２４％
622027902	イオパミドール３７０注２０ｍＬ「ＨＫ」　７５．５２％
622028002	イオパミドール３７０注５０ｍＬ「ＨＫ」　７５．５２％
622028102	イオパミドール３７０注１００ｍＬ「ＨＫ」　７５．５２％
622030802	イオヘキソール３５０注シリンジ７０ｍＬ「Ｆ」　７５．４９％
622059902	イオヘキソール３００注シリンジ１５０ｍＬ「ＦＦ」　６４．７１％
622067703	イオヘキソール３００注シリンジ１２５ｍＬ「Ｆ」　６４．７１％
622067803	イオヘキソール３００注シリンジ１５０ｍＬ「Ｆ」　６４．７１％
622067901	オムニパーク３００注シリンジ１１０ｍＬ　６４．７１％
622074101	イオヘキソール３００注シリンジ５０ｍＬ「ＨＫ」　６４．７１％
622074201	イオヘキソール３００注シリンジ８０ｍＬ「ＨＫ」　６４．７１％
622074301	イオヘキソール３００注シリンジ１２５ｍＬ「ＨＫ」　６４．７１％
622074401	イオヘキソール３００注シリンジ１５０ｍＬ「ＨＫ」　６４．７１％
622090603	イオパミドール３７０注シリンジ５０ｍＬ「Ｆ」　７５．５２％
622104702	イオヘキソール３００注シリンジ１２５ｍＬ「ＦＦ」　６４．７１％
622104802	イオヘキソール３５０注シリンジ７０ｍＬ「ＦＦ」　７５．４９％
622154401	イオヘキソール３００注１００ｍＬ「ＨＫ」　６４．７１％
622157902	イオヘキソール２４０注シリンジ１００ｍＬ「ＦＦ」　５１．７７％
622177401	イオパミロン注３７０シリンジ　７５．５２％６５ｍＬ
622179201	プロスコープ３７０注シリンジ５０ｍＬ　７６．８９％
622179301	プロスコープ３７０注シリンジ８０ｍＬ　７６．８９％
622179401	プロスコープ３７０注シリンジ１００ｍＬ　７６．８９％
622213602	イオパミドール３００注シリンジ１５０ｍＬ「Ｆ」　６１．２４％
622267501	オムニパーク３５０注シリンジ４５ｍＬ　７５．４９％
622286602	イオヘキソール３００注シリンジ１１０ｍＬ「Ｆ」　６４．７１％
622347001	イオヘキソール３００注シリンジ１１０ｍＬ「ＨＫ」　６４．７１％
622347101	イオヘキソール３５０注シリンジ７０ｍＬ「ＨＫ」　７５．４９％
622347201	イオヘキソール３５０注シリンジ１００ｍＬ「ＨＫ」　７５．４９％
622376902	イオパミドール３７０注シリンジ６５ｍＬ「Ｆ」　７５．５２％
622432202	イオヘキソール３００注シリンジ１１０ｍＬ「ＦＦ」　６４．７１％
622432302	イオパミドール３７０注シリンジ６５ｍＬ「ＦＦ」　７５．５２％
622450501	イオパミドール３７０注シリンジ６５ｍＬ「ＨＫ」　７５．５２％
622547001	オプチレイ３５０注シリンジ１３５ｍＬ　７４．１％
622765700	イオパミドール（３００）５０ｍＬ注射液　６１．２４％
622765800	イオパミドール（３００）１００ｍＬ注射液　６１．２４％
622765900	イオパミドール（３７０）５０ｍＬ注射液　７５．５２％
622766000	イオパミドール（３７０）１００ｍＬ注射液　７５．５２％
622766100	イオパミドール（１５０）５０ｍＬ注射液　３０．６２％
622766300	イオパミドール（３００）２０ｍＬ注射液　６１．２４％
622766400	イオパミドール（３００）１００ｍＬキット　６１．２４％
622766500	イオパミドール（３００）５０ｍＬキット　６１．２４％
622766600	イオパミドール（３００）８０ｍＬキット　６１．２４％
622766700	イオパミドール（３７０）８０ｍＬキット　７５．５２％
622766800	イオパミドール（３７０）２０ｍＬ注射液　７５．５２％
622766900	イオパミドール（３７０）５０ｍＬキット　７５．５２％
622767000	イオパミドール（３００）１５０ｍＬキット　６１．２４％
622767100	イオパミドール（３７０）６５ｍＬキット　７５．５２％
622768400	イオヘキソール（３５０）１００ｍＬキット　７５．４９％
622769000	イオヘキソール（３００）１００ｍＬ注射液　６４．７１％
622849000	イオパミドール（３７０）１００ｍＬキット　７５．５２％
622853201	イオパミロン注３００シリンジ　６１．２４％１３０ｍＬ
622853301	イオパミロン注３００シリンジ　６１．２４％１５０ｍＬ
647210004	アミドトリゾ酸ナトリウムメグルミン注射液　６０％１００ｍＬ
647210005	アミドトリゾ酸ナトリウムメグルミン注射液　６０％２０ｍＬ
647210006	アミドトリゾ酸ナトリウムメグルミン注射液　７６％２０ｍＬ
647210013	イオタラム酸ナトリウム注射液　６６．８％２０ｍＬ
647210015	イオタラム酸メグルミン注射液　３０％２２０ｍＬ
647210016	イオタラム酸メグルミン注射液　６０％２０ｍＬ
647210017	イオタラム酸メグルミン注射液　６０％５０ｍＬ
647210018	イオタラム酸メグルミン注射液　６０％１００ｍＬ
622766200	イオパミドール（１５０）２００ｍＬ注射液
620003833	レボビスト注射用　２．５ｇ（溶解液付）
621194102	ＬＨ－ＲＨ注０．１ｍｇ「ニプロ」
621195502	ＴＲＨ注０．５ｍｇ「ニプロ」
621196005	ヒトＣＲＨ静注用１００μｇ「ニプロ」　（溶解液付）
620005210	フルオレサイト静注５００ｍｇ　１０％５ｍＬ
620005898	ＥＯＢ・プリモビスト注シリンジ　１８．１４３％５ｍＬ
620005899	ＥＯＢ・プリモビスト注シリンジ　１８．１４３％１０ｍＬ
620007248	オムニスキャン静注３２％　３２．３％２０ｍＬ
620007249	オムニスキャン静注３２％シリンジ５ｍＬ　３２．３％
620007250	オムニスキャン静注３２％シリンジ１０ｍＬ　３２．３％
620007251	オムニスキャン静注３２％シリンジ１５ｍＬ　３２．３％
620007252	オムニスキャン静注３２％シリンジ２０ｍＬ　３２．３％
620007319	ソナゾイド注射用１６μＬ　（溶解液付）
621198901	プロハンス静注５ｍＬ
621199001	プロハンス静注１５ｍＬ
621199101	プロハンス静注２０ｍＬ
621199201	プロハンス静注１０ｍＬ
621453902	マグネスコープ静注３８％シリンジ１０ｍＬ　３７．６９５％
621454002	マグネスコープ静注３８％シリンジ１５ｍＬ　３７．６９５％
621454102	マグネスコープ静注３８％シリンジ２０ｍＬ　３７．６９５％
621464301	プロハンス静注シリンジ１３ｍＬ
621464401	プロハンス静注シリンジ１７ｍＬ
622396901	マグネスコープ静注３８％シリンジ１１ｍＬ　３７．６９５％
622397001	マグネスコープ静注３８％シリンジ１３ｍＬ　３７．６９５％
622404301	スクラッチダニアレルゲンエキストリイ１０万ＪＡＵ／ｍＬ　１ｍＬ
622410801	ガドビスト静注１．０ｍｏｌ／Ｌシリンジ５ｍＬ　６０．４７％
622411101	ガドビスト静注１．０ｍｏｌ／Ｌシリンジ７．５ｍＬ　６０．４７％
622411201	ガドビスト静注１．０ｍｏｌ／Ｌシリンジ１０ｍＬ　６０．４７％
622455401	アレルゲンスクラッチエキス陽性液トリイヒスタミン二塩酸塩　２ｍＬ
622624101	ガドテリドール静注シリンジ１３ｍＬ「ＨＫ」
622624201	ガドテリドール静注シリンジ１７ｍＬ「ＨＫ」
622639501	レギチーン注射液５ｍｇ　０．５％１ｍＬ
622639601	ガドビスト静注１．０ｍｏｌ／Ｌ　２ｍＬ　６０．４７％
622818101	ガドテル酸メグルミン静注３８％シリンジ１０ｍＬＧＥ３７．６９５％
622818201	ガドテル酸メグルミン静注３８％シリンジ１１ｍＬＧＥ３７．６９５％
622818301	ガドテル酸メグルミン静注３８％シリンジ１３ｍＬＧＥ３７．６９５％
622818401	ガドテル酸メグルミン静注３８％シリンジ１５ｍＬＧＥ３７．６９５％
622818501	ガドテル酸メグルミン静注３８％シリンジ２０ｍＬＧＥ３７．６９５％
628000001	診断用アレルゲン皮内エキス「トリイ」アサ布１：１，０００　２ｍＬ
628000201	診断用アレルゲン皮内エキス「トリイ」アジ１：１，０００　２ｍＬ
628000401	診断アレルゲン皮内エキス「トリイ」アスペルギルス１：１万　２ｍＬ
628000701	診断アレルゲン皮内エキス「トリイ」アルテルナリア１：１万　２ｍＬ
628000901	診断アレルゲン皮内エキス「トリイ」イーストパン種１：１千　２ｍＬ
628001001	診断用アレルゲン皮内エキス「トリイ」イカ１：１，０００　２ｍＬ
628001401	診断用アレルゲン皮内エキス「トリイ」イネワラ１：１千　２ｍＬ
628001501	診断用アレルゲン皮内エキス「トリイ」イワシ１：１，０００　２ｍＬ
628002601	診断用アレルゲン皮内エキス「トリイ」エダマメ１：１千　２ｍＬ
628002701	診断用アレルゲン皮内エキス「トリイ」エビ１：１，０００　２ｍＬ
628002801	診断用アレルゲン皮内エキス「トリイ」大麦１：１，０００　２ｍＬ
628003101	診断用アレルゲン皮内エキス「トリイ」カツオ１：１，０００　２ｍＬ
628003201	診断アレルゲン皮内エキス「トリイ」カナムグラ花粉１：１千　２ｍＬ
628003301	診断用アレルゲン皮内エキス「トリイ」カニ１：１，０００　２ｍＬ
628003401	診断用アレルゲン皮内エキス「トリイ」カポック１：１千　２ｍＬ
628003701	診断用アレルゲン皮内エキス「トリイ」カモガヤ花粉１：１千　２ｍＬ
628003901	診断用アレルゲン皮内エキス「トリイ」カンジダ１：１万　２ｍＬ
628004101	診断用アレルゲン皮内エキス「トリイ」キヌ１：１，０００　２ｍＬ
628004901	診断用アレルゲン皮内エキストリイクラドスポリウム１：１万　２ｍＬ
628005001	診断用アレルゲン皮内エキス「トリイ」クリ１：１，０００　２ｍＬ
628005501	診断用アレルゲン皮内エキス「トリイ」小麦粉１：１，０００　２ｍＬ
628005601	診断用アレルゲン皮内エキス「トリイ」米１：１，０００　２ｍＬ
628006601	診断用アレルゲン皮内エキス「トリイ」サバ１：１，０００　２ｍＬ
628007701	診断用アレルゲン皮内エキス「トリイ」スギ花粉１：１千　２ｍＬ
628007801	診断用アレルゲン皮内エキス「トリイ」ススキ花粉１：１千　２ｍＬ
628008301	診断用アレルゲン皮内エキス「トリイ」ソバガラ１：１千　２ｍＬ
628008401	診断用アレルゲン皮内エキス「トリイ」ソバ粉１：１，０００　２ｍＬ
628008801	診断用アレルゲン皮内エキス「トリイ」タタミ１：１，０００　２ｍＬ
628010101	診断用アレルゲン皮内エキス「トリイ」トウフ１：１，０００　２ｍＬ
628010201	診断用アレルゲン皮内エキス「トリイ」トウモロコシ１：１千　２ｍＬ
628010801	診断用アレルゲン皮内エキス「トリイ」ナイロン１：１千　２ｍＬ
628010901	診断用アレルゲン皮内エキス「トリイ」ナシ１：１，０００　２ｍＬ
628012601	診断用アレルゲン皮内エキス「トリイ」バナナ１：１，０００　２ｍＬ
628012901	診断用アレルゲン皮内エキス「トリイ」ヒメガマ花粉１：１千　２ｍＬ
628013101	診断用アレルゲン皮内エキス「トリイ」ビール１：１，０００　２ｍＬ
628013401	診断用アレルゲン皮内エキス「トリイ」ブタクサ花粉１：１千　２ｍＬ
628014001	診断用アレルゲン皮内エキス「トリイ」ペニシリウム１：１万　２ｍＬ
628014401	診断用アレルゲン皮内エキス「トリイ」マグロ１：１，０００　２ｍＬ
628014501	診断用アレルゲン皮内エキス「トリイ」マユ１：１，０００　２ｍＬ
628015001	診断用アレルゲン皮内エキス「トリイ」綿布１：１，０００　２ｍＬ
628015201	診断用アレルゲン皮内エキス「トリイ」モミガラ１：１千　２ｍＬ
628015901	診断用アレルゲン皮内エキス「トリイ」リンゴ１：１，０００　２ｍＬ
628016301	診断用アレルゲン皮内エキス「トリイ」綿１：１，０００　２ｍＬ
640462008	オフサグリーン静注用２５ｍｇ　（溶解液付）
640462043	リゾビスト注　４４．６ｍｇ１．６ｍＬ
647250002	診断用アレルゲンスクラッチエキス「トリイ」　１ｍＬ
620002496	アデノスキャン注６０ｍｇ　２０ｍＬ
620007509	ミオテクター冠血管注　１瓶１管
620008566	タイロゲン筋注用０．９ｍｇ
621954101	ミリプラ用懸濁用液４ｍＬ
622364701	アデノシン負荷用静注６０ｍｇシリンジ「ＦＲＩ」　２０ｍＬ
628776702	アミヴィッド静注　３７０ＭＢｑ
628777501	ビザミル静注　１８５ＭＢｑ
622884801	アキュミン静注　１８５ＭＢｑ
620002282	ヘパフラッシュ１０単位／ｍＬシリンジ５ｍＬ　５０単位
620002283	ヘパフラッシュ１０単位／ｍＬシリンジ１０ｍＬ　１００単位
620002284	ヘパフラッシュ１００単位／ｍＬシリンジ５ｍＬ　５００単位
620002285	ヘパフラッシュ１００単位／ｍＬシリンジ１０ｍＬ　１，０００単位
620004183	ヘパフィルド透析用２５０単位／ｍＬシリンジ２０ｍＬ　５千単位
620004186	ヘパリンＮａ透析２００Ｕ／ｍＬシリンジ２０ｍＬ「フソー」　４千Ｕ
620004188	ヘパリンＮａ透析２５０Ｕ／ｍＬシリンジ２０ｍＬ「フソー」　５千Ｕ
620004192	ヘパリンＮａロック１０Ｕ／ｍＬシリンジオーツカ５ｍＬ　５０Ｕ
620004193	ヘパリンＮａロック１０Ｕ／ｍＬシリンジオーツカ１０ｍＬ　１００Ｕ
620004194	ヘパリンＮａロック１００Ｕ／ｍＬシリンジオーツカ５ｍＬ　５００Ｕ
620004195	ヘパリンＮａロック１００Ｕ／ｍＬシリンジオーツカ１０ｍＬ　１千Ｕ
620004874	アリクストラ皮下注１．５ｍｇ　０．３ｍＬ
620004875	アリクストラ皮下注２．５ｍｇ　０．５ｍＬ
620005699	ヘパリンＮａ透析用１５０単位／ｍＬシリンジ２０ｍＬフソー　３千Ｕ
620005700	ヘパリンＮａ透析用１５０単位／ｍＬフソー２０ｍＬ　３千Ｕ
620005701	ヘパリンＮａ透析用２００単位／ｍＬフソー２０ｍＬ　４千Ｕ
620006786	クレキサン皮下注キット２０００ＩＵ　２千低ヘパ国際単位０．２ｍＬ
621463103	ヘパリンＮａロック用１０Ｕ／ｍＬシリンジ５ｍＬニプロ　５０Ｕ
621463203	ヘパリンＮａロック用１０Ｕ／ｍＬシリンジ１０ｍＬニプロ　１００Ｕ
621463403	ヘパリンＮａロック用１００Ｕ／ｍＬシリンジ１０ｍＬニプロ　１千Ｕ
621497403	ヘパリンＮａロック用１００Ｕ／ｍＬシリンジ５ｍＬニプロ　５００Ｕ
621544001	ヘパリンＮａロック１０Ｕ／ｍＬシリンジ５ｍＬ「テバ」　５０Ｕ
621544101	ヘパリンＮａロック１０Ｕ／ｍＬシリンジ１０ｍＬ「テバ」　１００Ｕ
621544201	ヘパリンＮａロック１００Ｕ／ｍＬシリンジ５ｍＬ「テバ」　５００Ｕ
621544301	ヘパリンＮａロック１００Ｕ／ｍＬシリンジ１０ｍＬ「テバ」　１千Ｕ
621653101	ヘパリンＮａ透析用５００Ｕ／ｍＬシリンジ１０ｍＬ「ＮＰ」　５千Ｕ
621653201	ヘパリンＮａ透析用５００Ｕ／ｍＬシリンジ２０ｍＬ「ＮＰ」　１万Ｕ
621700002	ヘパリンＮａロック１０Ｕ／ｍＬシリンジ「ＳＮ」５ｍＬ　５０Ｕ
621700102	ヘパリンＮａロック１０Ｕ／ｍＬシリンジ「ＳＮ」１０ｍＬ　１００Ｕ
621700202	ヘパリンＮａロック１００Ｕ／ｍＬシリンジ「ＳＮ」１０ｍＬ　１千Ｕ
621700302	ヘパリンＮａロック１００Ｕ／ｍＬシリンジ「ＳＮ」５ｍＬ　５００Ｕ
621759505	ヘパリンＮａ透析用１５０単位／ｍＬシリンジ２０ｍＬ「ＮＩＧ」
621759605	ヘパリンＮａ透析用２００単位／ｍＬシリンジ２０ｍＬ「ＮＩＧ」
621759805	ヘパリンＮａ透析用２５０単位／ｍＬシリンジ２０ｍＬ「ＮＩＧ」
621728001	ローヘパ透析用１００単位／ｍＬシリンジ２０ｍＬ　２千低ヘパ単位
621728101	ローヘパ透析用１５０単位／ｍＬシリンジ２０ｍＬ　３千低ヘパ単位
621728201	ローヘパ透析用２００単位／ｍＬシリンジ２０ｍＬ　４千低ヘパ単位
621956701	ヘパリンＮａ透析３５０Ｕ／ｍＬシリンジ２０ｍＬ「フソー」　７千Ｕ
621989202	パルナパリンＮａ透析１００Ｕ／ｍＬシリンジ２０ｍＬフソー　２千Ｕ
621989302	パルナパリンＮａ透析１５０Ｕ／ｍＬシリンジ２０ｍＬフソー　３千Ｕ
621989402	パルナパリンＮａ透析２００Ｕ／ｍＬシリンジ２０ｍＬフソー　４千Ｕ
622044501	アリクストラ皮下注５ｍｇ　０．４ｍＬ
622044601	アリクストラ皮下注７．５ｍｇ　０．６ｍＬ
622083701	ヘパリンＮａ透析用２５０Ｕ／ｍＬシリンジ１２ｍＬニプロ　３千Ｕ
622083801	ヘパリンＮａ透析用２５０Ｕ／ｍＬシリンジ１６ｍＬニプロ　４千Ｕ
622083901	ヘパリンＮａ透析用２５０Ｕ／ｍＬシリンジ２０ｍＬニプロ　５千Ｕ
622131301	ヘパフィルド透析用１５０単位／ｍＬシリンジ２０ｍＬ　３千単位
622131401	ヘパフィルド透析用２００単位／ｍＬシリンジ２０ｍＬ　４千単位
622811101	ヘパリンＮａ透析ロック用１千Ｕ／ｍＬシリンジ５ｍＬニプロ　５千Ｕ
643330016	輸血用クエン酸ナトリウム注射液　１０％５ｍＬ
643330019	輸血用チトラミン「フソー」　１０％５ｍＬ
621480902	パルナパリンＮａ透析５００Ｕ／ｍＬバイアル１０ｍＬＩＬＳ　５千Ｕ
621515201	ローヘパ透析用５００単位／ｍＬバイアル１０ｍＬ　５千低ヘパ単位
621544005	ヘパリンＮａロック用１０単位／ｍＬシリンジ５ｍＬ「ＮＩＧ」
621544105	ヘパリンＮａロック用１０単位／ｍＬシリンジ１０ｍＬ「ＮＩＧ」
621544205	ヘパリンＮａロック用１００単位／ｍＬシリンジ５ｍＬ「ＮＩＧ」
621544305	ヘパリンＮａロック用１００単位／ｍＬシリンジ１０ｍＬ「ＮＩＧ」
620000197	１％塩酸メピバカイン注ＰＢ　５ｍＬ
620000198	１％塩酸メピバカイン注ＰＢ　１０ｍＬ
620000263	２％塩酸メピバカイン注ＰＢ　５ｍＬ
620000264	２％塩酸メピバカイン注ＰＢ　１０ｍＬ
620000343	０．５％塩酸メピバカイン注ＰＢ　５ｍＬ
620000344	０．５％塩酸メピバカイン注ＰＢ　１０ｍＬ
620002936	キシロカイン注シリンジ０．５％　１０ｍＬ
620002937	キシロカイン注シリンジ１％　１０ｍＬ
620003201	塩酸メピバカイン注シリンジ０．５％「ＮＰ」　１０ｍＬ
620003202	塩酸メピバカイン注シリンジ１％「ＮＰ」　１０ｍＬ
620003203	塩酸メピバカイン注シリンジ２％「ＮＰ」　１０ｍＬ
620004312	カルボカインアンプル注０．５％　５ｍＬ
620004313	カルボカインアンプル注０．５％　１０ｍＬ
620004314	カルボカインアンプル注１％　２ｍＬ
620004315	カルボカインアンプル注１％　５ｍＬ
620004316	カルボカインアンプル注１％　１０ｍＬ
620004317	カルボカインアンプル注２％　２ｍＬ
620004318	カルボカインアンプル注２％　５ｍＬ
620004319	カルボカインアンプル注２％　１０ｍＬ
620005863	ロカイン注１％　１ｍＬ
620005864	ロカイン注１％　２ｍＬ
620005865	ロカイン注１％　５ｍＬ
620005866	ロカイン注２％　１ｍＬ
620005867	ロカイン注２％　２ｍＬ
620005868	ロカイン注２％　５ｍＬ
620006809	ポプスカイン０．２５％注シリンジ２５ｍｇ／１０ｍＬ
620006810	ポプスカイン０．２５％注バッグ２５０ｍｇ／１００ｍＬ
620006811	ポプスカイン０．２５％注２５ｍｇ／１０ｍＬ
620006812	ポプスカイン０．７５％注シリンジ７５ｍｇ／１０ｍＬ
620006813	ポプスカイン０．７５％注７５ｍｇ／１０ｍＬ
620006814	ポプスカイン０．７５％注１５０ｍｇ／２０ｍＬ
620007260	キシロカイン注ポリアンプ０．５％　５ｍＬ
620007261	キシロカイン注ポリアンプ０．５％　１０ｍＬ
620007262	キシロカイン注ポリアンプ１％　５ｍＬ
620007263	キシロカイン注ポリアンプ１％　１０ｍＬ
620007264	キシロカイン注ポリアンプ２％　５ｍＬ
620007265	キシロカイン注ポリアンプ２％　１０ｍＬ
620008387	プロカニン注０．５％　５ｍＬ
620008389	プロカニン注１％　５ｍＬ
620008888	テトカイン注用２０ｍｇ「杏林」
620163902	プロカイン塩酸塩注０．５％「トーワ」１ｍＬ
620164001	プロカイン塩酸塩注０．５％「トーワ」２ｍＬ
620164104	プロカイン塩酸塩注射液０．５％「日医工」　５ｍＬ
620164903	プロカイン塩酸塩注射液０．５％「日医工」　１０ｍＬ
620164406	プロカイン塩酸塩注１％「日新」
620164706	プロカイン塩酸塩注２％「日新」
621537102	リドカイン塩酸塩注射液１％「ファイザー」　５ｍＬ
621537202	リドカイン塩酸塩注射液１％「ファイザー」　１０ｍＬ
621537302	リドカイン塩酸塩注射液２％「ファイザー」　５ｍＬ
621537402	リドカイン塩酸塩注射液２％「ファイザー」　１０ｍＬ
621644201	リドカイン塩酸塩注１％「日新」　５ｍＬ
621644301	リドカイン塩酸塩注１％「日新」　１０ｍＬ
621651601	リドカイン塩酸塩注２％「日新」　５ｍＬ
621651701	リドカイン塩酸塩注２％「日新」　１０ｍＬ
621653501	リドカイン塩酸塩注０．５％「日新」　５ｍＬ
